epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
69,172.067,0.44309,0.28802,0.95102,0.93432,0.95071,0.95376,0.66407,0.95991,0.48581,1.31124,0.00129293,0.00129293,0.00129293
70,174.531,0.42745,0.28652,0.9536,0.92239,0.94277,0.94566,0.67067,0.93511,0.48036,1.28014,0.00128742,0.00128742,0.00128742
71,176.98,0.43484,0.29342,0.93712,0.92202,0.934,0.94193,0.67409,0.9142,0.50753,1.28791,0.00128192,0.00128192,0.00128192
72,179.437,0.45219,0.2989,0.94432,0.92398,0.95071,0.95872,0.6795,0.96044,0.49736,1.30795,0.00127642,0.00127642,0.00127642
73,181.889,0.44176,0.29848,0.94645,0.91001,0.95071,0.9619,0.68338,0.93695,0.50348,1.29562,0.00127092,0.00127092,0.00127092
74,184.357,0.46278,0.29397,0.94746,0.89637,0.94194,0.95482,0.69146,0.93179,0.51153,1.28719,0.00126542,0.00126542,0.00126542
75,186.823,0.41006,0.28171,0.93496,0.90019,0.90269,0.94174,0.68487,0.93366,0.53244,1.31317,0.00125992,0.00125992,0.00125992
76,189.287,0.40659,0.2741,0.94164,0.9238,0.91993,0.95472,0.6935,0.95743,0.50487,1.32994,0.00125442,0.00125442,0.00125442
77,191.736,0.43707,0.30368,0.94244,0.92622,0.93317,0.9504,0.68678,0.95505,0.48085,1.32978,0.00124892,0.00124892,0.00124892
78,194.213,0.44249,0.2928,0.94231,0.96172,0.95948,0.95954,0.68343,0.97085,0.44784,1.31158,0.00124342,0.00124342,0.00124342
79,196.672,0.42807,0.28715,0.93181,0.96097,0.95948,0.94806,0.70169,0.94625,0.47025,1.29171,0.00123791,0.00123791,0.00123791
80,199.147,0.40506,0.28314,0.93119,0.95887,0.95689,0.95752,0.69542,0.98969,0.46445,1.32702,0.00123241,0.00123241,0.00123241
81,201.609,0.41582,0.29043,0.95933,0.95007,0.94194,0.96124,0.68995,0.96766,0.468,1.30805,0.00122691,0.00122691,0.00122691
82,204.075,0.40247,0.28018,0.93126,0.9576,0.95019,0.95457,0.68158,0.96666,0.48269,1.30793,0.00122141,0.00122141,0.00122141
83,206.565,0.42833,0.2886,0.95777,0.93835,0.9445,0.93856,0.68154,0.96205,0.47746,1.28696,0.00121591,0.00121591,0.00121591
84,209.049,0.40803,0.27817,0.92739,0.93418,0.9322,0.95373,0.67708,0.97139,0.49104,1.31134,0.00121041,0.00121041,0.00121041
85,211.521,0.43147,0.29842,0.94676,0.94105,0.9201,0.95353,0.67674,0.95174,0.50881,1.30511,0.00120491,0.00120491,0.00120491
86,214.004,0.42648,0.27515,0.95219,0.91338,0.93317,0.9427,0.68292,0.93573,0.46812,1.30378,0.00119941,0.00119941,0.00119941
87,216.499,0.42351,0.27903,0.93029,0.93652,0.93264,0.95301,0.69558,0.95444,0.463,1.31094,0.00119391,0.00119391,0.00119391
88,218.973,0.41368,0.272,0.9343,0.95681,0.95241,0.95779,0.69727,0.95794,0.47024,1.31964,0.0011884,0.0011884,0.0011884
89,221.441,0.41027,0.27913,0.94941,0.94254,0.95071,0.94338,0.68125,0.95289,0.45898,1.28992,0.0011829,0.0011829,0.0011829
90,223.897,0.41059,0.28,0.95301,0.9515,0.94399,0.94554,0.68678,0.9353,0.46039,1.29021,0.0011774,0.0011774,0.0011774
91,226.362,0.40343,0.2815,0.95275,0.93742,0.93211,0.93644,0.67315,0.98514,0.47952,1.33281,0.0011719,0.0011719,0.0011719
92,228.837,0.39949,0.27556,0.94656,0.95122,0.94064,0.94643,0.67463,0.98666,0.46995,1.31577,0.0011664,0.0011664,0.0011664
93,231.324,0.41247,0.27076,0.92799,0.95047,0.95948,0.95283,0.68092,0.96823,0.44326,1.31997,0.0011609,0.0011609,0.0011609
94,233.794,0.41418,0.27944,0.93198,0.88289,0.94269,0.96315,0.67763,0.96017,0.48527,1.29406,0.0011554,0.0011554,0.0011554
95,236.281,0.41035,0.26805,0.94599,0.8889,0.93831,0.94228,0.66853,0.97436,0.50306,1.32734,0.0011499,0.0011499,0.0011499
96,238.764,0.39541,0.26782,0.93535,0.93342,0.93203,0.95785,0.68688,0.94095,0.45966,1.28844,0.0011444,0.0011444,0.0011444
97,241.239,0.4149,0.26288,0.93132,0.92449,0.95071,0.9604,0.69512,0.93871,0.46502,1.29318,0.00113889,0.00113889,0.00113889
98,243.726,0.41646,0.27552,0.94539,0.94155,0.95833,0.95789,0.69831,0.91631,0.43842,1.26378,0.00113339,0.00113339,0.00113339
99,246.156,0.41002,0.27295,0.92912,0.96019,0.9387,0.95518,0.6939,0.94745,0.44764,1.30976,0.00112789,0.00112789,0.00112789
100,248.65,0.40012,0.26959,0.94398,0.94876,0.94428,0.955,0.68209,0.98451,0.50285,1.34481,0.00112239,0.00112239,0.00112239
101,251.117,0.39991,0.26355,0.92356,0.93542,0.94942,0.9438,0.67543,0.98072,0.49555,1.3315,0.00111689,0.00111689,0.00111689
102,253.651,0.4177,0.28345,0.93725,0.92518,0.9381,0.94292,0.68529,0.95964,0.48154,1.34051,0.00111139,0.00111139,0.00111139
103,256.154,0.4155,0.28508,0.95353,0.91487,0.95071,0.95904,0.68387,1.01784,0.55068,1.35768,0.00110589,0.00110589,0.00110589
104,258.872,0.40684,0.27219,0.94472,0.92692,0.94194,0.95057,0.69157,0.97827,0.53504,1.32264,0.00110039,0.00110039,0.00110039
105,261.344,0.39722,0.2767,0.93011,0.92404,0.94923,0.95101,0.69131,0.93017,0.47685,1.27982,0.00109489,0.00109489,0.00109489
106,263.808,0.38967,0.26373,0.92556,0.93605,0.94617,0.9497,0.69562,0.91909,0.46485,1.27236,0.00108938,0.00108938,0.00108938
107,266.284,0.38569,0.275,0.9278,0.95848,0.94593,0.95645,0.69384,0.95493,0.44399,1.33202,0.00108388,0.00108388,0.00108388
108,268.763,0.39822,0.27204,0.92931,0.93957,0.91562,0.94673,0.68016,1.00601,0.50247,1.36405,0.00107838,0.00107838,0.00107838
109,271.266,0.38905,0.27164,0.93107,0.9132,0.95948,0.95366,0.68074,0.98174,0.53013,1.33159,0.00107288,0.00107288,0.00107288
110,273.735,0.40287,0.272,0.93367,0.9147,0.95948,0.9598,0.69025,0.96708,0.50653,1.31181,0.00106738,0.00106738,0.00106738
111,276.225,0.39068,0.2674,0.9178,0.92837,0.95209,0.95482,0.67433,0.97758,0.51382,1.33872,0.00106188,0.00106188,0.00106188
112,278.692,0.42199,0.28325,0.94076,0.90283,0.95071,0.94462,0.68442,0.94779,0.4867,1.31633,0.00105638,0.00105638,0.00105638
113,281.148,0.40297,0.2704,0.92901,0.90242,0.95071,0.9469,0.69104,0.92205,0.47823,1.31493,0.00105088,0.00105088,0.00105088
114,283.62,0.39139,0.27077,0.9398,0.93479,0.93317,0.948,0.69629,0.90767,0.47274,1.28846,0.00104538,0.00104538,0.00104538
115,286.079,0.38401,0.26752,0.92867,0.90772,0.93317,0.94982,0.67625,0.95174,0.51302,1.32265,0.00103987,0.00103987,0.00103987
116,288.575,0.39081,0.26024,0.92683,0.91055,0.93317,0.94754,0.68141,0.92676,0.48388,1.28947,0.00103437,0.00103437,0.00103437
117,291.045,0.38222,0.27441,0.93283,0.92304,0.92073,0.9386,0.67256,0.9552,0.50428,1.28235,0.00102887,0.00102887,0.00102887
118,293.526,0.38549,0.26123,0.93394,0.93613,0.93153,0.94146,0.67375,0.98464,0.5005,1.29425,0.00102337,0.00102337,0.00102337
119,296.007,0.37984,0.25467,0.91777,0.91872,0.9366,0.96109,0.69042,0.96716,0.49129,1.30039,0.00101787,0.00101787,0.00101787
120,298.494,0.39734,0.26165,0.93688,0.91434,0.93317,0.95859,0.69038,0.9629,0.52364,1.31532,0.00101237,0.00101237,0.00101237
121,300.947,0.37975,0.2633,0.92333,0.89261,0.91516,0.94286,0.69089,0.95598,0.53998,1.33258,0.00100687,0.00100687,0.00100687
122,303.469,0.38262,0.2607,0.93315,0.88847,0.94194,0.94939,0.69112,0.95739,0.52808,1.32881,0.00100137,0.00100137,0.00100137
123,305.974,0.3799,0.25865,0.92177,0.87115,0.93098,0.95168,0.68165,0.95591,0.5362,1.32038,0.000995866,0.000995866,0.000995866
124,308.471,0.3881,0.27695,0.93554,0.86846,0.92439,0.94481,0.67431,0.96991,0.54369,1.32679,0.000990365,0.000990365,0.000990365
125,310.922,0.36502,0.2519,0.91924,0.89238,0.93317,0.94081,0.67031,0.98903,0.52379,1.36255,0.000984864,0.000984864,0.000984864
126,313.39,0.3788,0.26516,0.9222,0.92736,0.92439,0.94917,0.69839,0.94296,0.46971,1.32959,0.000979362,0.000979362,0.000979362
127,315.837,0.38428,0.26169,0.92306,0.93896,0.92458,0.962,0.70204,0.91401,0.43613,1.28079,0.000973861,0.000973861,0.000973861
128,318.325,0.39856,0.26619,0.92718,0.95621,0.93278,0.95471,0.69052,0.94654,0.44318,1.2949,0.00096836,0.00096836,0.00096836
129,320.847,0.38377,0.26074,0.91906,0.95145,0.93013,0.94344,0.6999,0.92889,0.4482,1.3003,0.000962859,0.000962859,0.000962859
130,323.314,0.39105,0.27595,0.92126,0.96536,0.95071,0.96232,0.71823,0.88896,0.40446,1.26564,0.000957358,0.000957358,0.000957358
131,325.789,0.37517,0.24777,0.92503,0.94447,0.95411,0.96814,0.71085,0.92953,0.44402,1.30327,0.000951857,0.000951857,0.000951857
132,328.248,0.38559,0.26264,0.93401,0.94325,0.95071,0.96619,0.70683,0.95259,0.47158,1.31676,0.000946356,0.000946356,0.000946356
133,330.732,0.38725,0.26568,0.92785,0.9259,0.9474,0.96088,0.69901,0.92403,0.47652,1.31922,0.000940855,0.000940855,0.000940855
134,333.201,0.40042,0.25535,0.93051,0.902,0.92744,0.94486,0.68189,0.92685,0.49601,1.31635,0.000935354,0.000935354,0.000935354
135,335.66,0.37431,0.25375,0.92422,0.89799,0.94116,0.94144,0.68361,0.90657,0.49462,1.28989,0.000929853,0.000929853,0.000929853
136,338.123,0.38246,0.26202,0.92455,0.88951,0.91562,0.93853,0.68367,0.89049,0.49983,1.27379,0.000924352,0.000924352,0.000924352
137,340.613,0.37155,0.2543,0.9305,0.93422,0.93317,0.95345,0.68143,0.91237,0.48596,1.27904,0.00091885,0.00091885,0.00091885
138,343.102,0.37397,0.26003,0.92064,0.93233,0.95071,0.95686,0.68626,0.92017,0.46589,1.27973,0.000913349,0.000913349,0.000913349
139,345.586,0.37161,0.25422,0.91851,0.94981,0.93317,0.94786,0.68663,0.91844,0.49392,1.28905,0.000907848,0.000907848,0.000907848
140,348.051,0.37195,0.25453,0.92316,0.93947,0.93794,0.94704,0.68948,0.91781,0.4771,1.29547,0.000902347,0.000902347,0.000902347
141,350.518,0.38655,0.2624,0.92279,0.9326,0.93317,0.94925,0.68958,0.9367,0.48833,1.31367,0.000896846,0.000896846,0.000896846
142,352.987,0.38766,0.25841,0.9317,0.92646,0.9399,0.94787,0.69209,0.92922,0.49353,1.30439,0.000891345,0.000891345,0.000891345
143,355.455,0.37494,0.25192,0.91501,0.94229,0.94194,0.94899,0.69443,0.91854,0.44996,1.29184,0.000885844,0.000885844,0.000885844
144,357.909,0.38364,0.25679,0.92165,0.94253,0.94724,0.94187,0.69561,0.932,0.44303,1.30314,0.000880343,0.000880343,0.000880343
145,360.384,0.35775,0.24298,0.91568,0.94325,0.93652,0.94116,0.6922,0.91975,0.46247,1.30889,0.000874842,0.000874842,0.000874842
146,362.866,0.35806,0.24343,0.90977,0.92319,0.93569,0.93975,0.70014,0.90805,0.47177,1.30767,0.00086934,0.00086934,0.00086934
147,365.367,0.37461,0.25646,0.91654,0.92728,0.93548,0.94321,0.70195,0.92099,0.47312,1.31291,0.000863839,0.000863839,0.000863839
148,367.825,0.34003,0.2372,0.90963,0.93687,0.94194,0.95142,0.7084,0.92,0.43948,1.3231,0.000858338,0.000858338,0.000858338
149,370.315,0.37517,0.25275,0.91993,0.92034,0.93822,0.94591,0.69924,0.92911,0.47729,1.32745,0.000852837,0.000852837,0.000852837
150,372.822,0.3572,0.24734,0.91401,0.91454,0.95071,0.95479,0.69979,0.94387,0.49575,1.3208,0.000847336,0.000847336,0.000847336
151,375.294,0.37612,0.25514,0.92298,0.92247,0.95071,0.95509,0.69619,0.92952,0.47767,1.30971,0.000841835,0.000841835,0.000841835
152,377.776,0.35237,0.25136,0.90734,0.9348,0.95071,0.95399,0.69341,0.93204,0.47428,1.30576,0.000836334,0.000836334,0.000836334
153,380.244,0.35384,0.24886,0.92045,0.93006,0.93317,0.94906,0.68893,0.93854,0.49043,1.34132,0.000830833,0.000830833,0.000830833
154,382.716,0.3643,0.24701,0.92593,0.92949,0.94998,0.95507,0.69274,0.93143,0.46829,1.31715,0.000825332,0.000825332,0.000825332
155,385.212,0.36303,0.24928,0.92161,0.92828,0.9428,0.95729,0.69248,0.95321,0.48879,1.34763,0.000819831,0.000819831,0.000819831
156,387.689,0.34586,0.24382,0.91272,0.91481,0.94919,0.95788,0.6929,0.94467,0.49186,1.31234,0.000814329,0.000814329,0.000814329
157,390.154,0.36301,0.25223,0.91739,0.90819,0.92521,0.9478,0.6933,0.9492,0.48601,1.34016,0.000808828,0.000808828,0.000808828
158,392.631,0.34983,0.24007,0.91295,0.90512,0.92445,0.94478,0.68519,0.93492,0.50846,1.30814,0.000803327,0.000803327,0.000803327
159,395.117,0.35394,0.24452,0.917,0.90399,0.92516,0.94523,0.68504,0.93603,0.5204,1.31388,0.000797826,0.000797826,0.000797826
160,397.581,0.3439,0.24013,0.90784,0.89998,0.92543,0.94764,0.68025,0.93645,0.50923,1.32291,0.000792325,0.000792325,0.000792325
161,400.045,0.35395,0.24499,0.91794,0.8973,0.93317,0.94947,0.67397,0.9511,0.50079,1.31515,0.000786824,0.000786824,0.000786824
162,402.538,0.3632,0.2519,0.91189,0.91969,0.93317,0.94921,0.67482,0.96266,0.50888,1.33422,0.000781323,0.000781323,0.000781323
163,405.013,0.35448,0.25514,0.91337,0.93455,0.94909,0.94845,0.68762,0.93291,0.46094,1.28882,0.000775822,0.000775822,0.000775822
164,407.481,0.36596,0.25181,0.92099,0.93841,0.95058,0.95536,0.69477,0.94172,0.47226,1.30724,0.000770321,0.000770321,0.000770321
165,409.945,0.34027,0.25096,0.90695,0.94746,0.95071,0.96451,0.68421,0.94092,0.47283,1.30022,0.00076482,0.00076482,0.00076482
166,412.464,0.34903,0.23777,0.90358,0.94159,0.94886,0.95217,0.68504,0.94757,0.45699,1.316,0.000759318,0.000759318,0.000759318
167,414.922,0.34659,0.2403,0.90787,0.93712,0.94194,0.94078,0.67898,0.93402,0.44995,1.30447,0.000753817,0.000753817,0.000753817
168,417.394,0.34252,0.24351,0.90656,0.94705,0.95071,0.94774,0.6861,0.92475,0.43665,1.28999,0.000748316,0.000748316,0.000748316
169,419.863,0.33482,0.2486,0.91427,0.94502,0.95026,0.95509,0.69104,0.92206,0.44047,1.29455,0.000742815,0.000742815,0.000742815
170,422.347,0.34309,0.24447,0.89704,0.93681,0.95071,0.95558,0.69259,0.946,0.45137,1.31222,0.000737314,0.000737314,0.000737314
171,424.798,0.34871,0.24242,0.91285,0.94608,0.92512,0.95415,0.67778,0.95805,0.4649,1.32965,0.000731813,0.000731813,0.000731813
172,427.254,0.34219,0.24213,0.90375,0.94507,0.93459,0.95747,0.6849,0.9384,0.47208,1.31179,0.000726312,0.000726312,0.000726312
173,429.745,0.36457,0.24822,0.91494,0.94738,0.94091,0.955,0.67816,0.934,0.48146,1.29148,0.000720811,0.000720811,0.000720811
174,432.219,0.34022,0.232,0.90708,0.94801,0.93317,0.95458,0.68823,0.9216,0.47245,1.29444,0.00071531,0.00071531,0.00071531
175,434.729,0.35109,0.23835,0.91804,0.91897,0.94194,0.94502,0.68889,0.92449,0.48244,1.32614,0.000709809,0.000709809,0.000709809
176,437.214,0.3384,0.23009,0.91365,0.93502,0.94022,0.95822,0.69235,0.95076,0.48345,1.33915,0.000704307,0.000704307,0.000704307
177,439.703,0.32877,0.23728,0.89986,0.93359,0.94194,0.95674,0.6908,0.93926,0.48448,1.34845,0.000698806,0.000698806,0.000698806
178,442.166,0.33714,0.2366,0.91263,0.91825,0.93317,0.94529,0.68705,0.98408,0.52566,1.38449,0.000693305,0.000693305,0.000693305
179,444.641,0.3378,0.2377,0.90227,0.90773,0.92724,0.94303,0.68448,0.94728,0.5373,1.34555,0.000687804,0.000687804,0.000687804
180,447.13,0.34241,0.24453,0.91539,0.91145,0.93317,0.93973,0.68409,0.93771,0.49371,1.35681,0.000682303,0.000682303,0.000682303
181,449.608,0.32346,0.22617,0.90648,0.92785,0.93188,0.94305,0.68331,0.93581,0.48971,1.35,0.000676802,0.000676802,0.000676802
182,452.071,0.34789,0.23622,0.90977,0.92745,0.92749,0.94056,0.67614,0.94503,0.48327,1.3448,0.000671301,0.000671301,0.000671301
183,454.565,0.34682,0.24097,0.90568,0.9133,0.93148,0.93953,0.68127,0.96246,0.51793,1.35052,0.0006658,0.0006658,0.0006658
184,457.065,0.33637,0.23384,0.90661,0.91802,0.94083,0.95097,0.68154,0.97032,0.51983,1.34457,0.000660299,0.000660299,0.000660299
185,459.548,0.3309,0.23871,0.89657,0.91764,0.92439,0.95195,0.683,0.9461,0.50118,1.32279,0.000654798,0.000654798,0.000654798
186,462.014,0.33374,0.2372,0.90453,0.91389,0.94778,0.95781,0.68222,0.94863,0.49119,1.33007,0.000649297,0.000649297,0.000649297
187,464.483,0.32886,0.23236,0.90348,0.91366,0.94308,0.95953,0.69115,0.94408,0.48713,1.31988,0.000643795,0.000643795,0.000643795
188,466.993,0.33527,0.23912,0.90517,0.91524,0.93665,0.95844,0.699,0.94275,0.49405,1.33487,0.000638294,0.000638294,0.000638294
189,469.457,0.34009,0.23245,0.90604,0.90633,0.94194,0.95861,0.70037,0.95376,0.50703,1.32418,0.000632793,0.000632793,0.000632793
190,471.931,0.32907,0.22554,0.88915,0.90441,0.93317,0.95077,0.68834,0.96306,0.53159,1.35077,0.000627292,0.000627292,0.000627292
191,474.389,0.33347,0.23113,0.89862,0.89587,0.93317,0.94566,0.68608,0.96793,0.53557,1.32631,0.000621791,0.000621791,0.000621791
192,476.855,0.3268,0.2287,0.8963,0.90645,0.94194,0.95081,0.69084,0.96381,0.49352,1.3372,0.00061629,0.00061629,0.00061629
193,479.345,0.32997,0.23557,0.88469,0.9141,0.93317,0.94822,0.68405,0.97244,0.50298,1.36586,0.000610789,0.000610789,0.000610789
194,481.81,0.32515,0.23152,0.90892,0.91767,0.92524,0.94735,0.68075,0.9594,0.50646,1.35012,0.000605288,0.000605288,0.000605288
195,484.281,0.3167,0.21988,0.89281,0.90805,0.92567,0.94945,0.67607,0.96782,0.51937,1.34742,0.000599787,0.000599787,0.000599787
196,486.769,0.31872,0.23349,0.89876,0.91079,0.92638,0.95039,0.67082,0.97601,0.5139,1.3506,0.000594286,0.000594286,0.000594286
197,489.259,0.31984,0.22637,0.89299,0.92431,0.93317,0.95766,0.67677,0.97639,0.50249,1.33877,0.000588784,0.000588784,0.000588784
198,491.741,0.31909,0.23661,0.90445,0.93523,0.93317,0.95727,0.68988,0.93288,0.48653,1.29422,0.000583283,0.000583283,0.000583283
199,494.219,0.32778,0.23147,0.90245,0.91874,0.93317,0.95777,0.6838,0.91954,0.4803,1.2935,0.000577782,0.000577782,0.000577782
200,496.675,0.30975,0.21884,0.89314,0.90566,0.95071,0.95765,0.68719,0.91436,0.49471,1.29195,0.000572281,0.000572281,0.000572281
201,499.161,0.32747,0.23751,0.89741,0.92921,0.92541,0.94816,0.68804,0.93547,0.50077,1.30686,0.00056678,0.00056678,0.00056678
202,501.681,0.31795,0.22699,0.90386,0.93065,0.92611,0.94579,0.67888,0.94284,0.51087,1.32735,0.000561279,0.000561279,0.000561279
203,504.186,0.32613,0.22752,0.90046,0.93661,0.93317,0.94549,0.68563,0.92572,0.48792,1.3239,0.000555778,0.000555778,0.000555778
204,506.679,0.32513,0.22862,0.90852,0.94907,0.93317,0.94461,0.67677,0.93654,0.4659,1.34829,0.000550277,0.000550277,0.000550277
205,509.141,0.31209,0.21555,0.8984,0.95067,0.93317,0.94635,0.66226,0.95099,0.45601,1.35233,0.000544776,0.000544776,0.000544776
206,511.639,0.31145,0.22251,0.89402,0.95183,0.93317,0.94893,0.67328,0.95853,0.45573,1.35671,0.000539275,0.000539275,0.000539275
207,514.092,0.31034,0.21989,0.90419,0.95398,0.93317,0.95125,0.69117,0.93127,0.44949,1.31131,0.000533773,0.000533773,0.000533773
208,516.572,0.32769,0.23394,0.9047,0.95603,0.93304,0.95096,0.68635,0.92581,0.45669,1.30053,0.000528272,0.000528272,0.000528272
209,519.06,0.30122,0.21934,0.90005,0.95616,0.93317,0.95083,0.6965,0.92829,0.45187,1.29638,0.000522771,0.000522771,0.000522771
210,521.534,0.3117,0.21829,0.89658,0.9594,0.93317,0.94949,0.6961,0.93035,0.44479,1.28605,0.00051727,0.00051727,0.00051727
211,524.006,0.31491,0.21734,0.90309,0.96608,0.94194,0.96137,0.69577,0.93883,0.44216,1.29967,0.000511769,0.000511769,0.000511769
212,526.487,0.31838,0.2213,0.88719,0.96602,0.94194,0.96331,0.70153,0.93109,0.43329,1.29389,0.000506268,0.000506268,0.000506268
213,528.956,0.31361,0.2218,0.8957,0.9666,0.94194,0.96104,0.71874,0.92137,0.4363,1.28181,0.000500767,0.000500767,0.000500767
214,531.447,0.31828,0.2262,0.90479,0.96283,0.94194,0.96049,0.70578,0.93462,0.44882,1.30037,0.000495266,0.000495266,0.000495266
215,533.926,0.3165,0.22365,0.905,0.96211,0.94194,0.9636,0.71402,0.94122,0.45217,1.30555,0.000489765,0.000489765,0.000489765
216,536.401,0.30145,0.21437,0.88613,0.95388,0.95071,0.96515,0.71116,0.93475,0.45054,1.30656,0.000484263,0.000484263,0.000484263
217,538.865,0.306,0.21922,0.89479,0.95224,0.95071,0.96511,0.69204,0.95905,0.46391,1.33593,0.000478762,0.000478762,0.000478762
218,541.323,0.31405,0.2296,0.89735,0.95079,0.95117,0.96447,0.6939,0.95934,0.47319,1.32891,0.000473261,0.000473261,0.000473261
219,543.795,0.31444,0.21788,0.89064,0.93908,0.95134,0.9621,0.69208,0.95876,0.48236,1.3273,0.00046776,0.00046776,0.00046776
220,546.295,0.31289,0.21521,0.88695,0.93571,0.95103,0.95771,0.68658,0.9538,0.4656,1.32956,0.000462259,0.000462259,0.000462259
221,548.79,0.31667,0.21681,0.89326,0.92679,0.9516,0.95705,0.69268,0.93564,0.4486,1.30508,0.000456758,0.000456758,0.000456758
222,551.269,0.30418,0.21192,0.89872,0.94734,0.9309,0.95498,0.68427,0.92898,0.46681,1.31101,0.000451257,0.000451257,0.000451257
223,553.778,0.29971,0.22107,0.89454,0.92867,0.95131,0.95539,0.6877,0.94052,0.46071,1.31851,0.000445756,0.000445756,0.000445756
224,556.547,0.31187,0.2155,0.89061,0.93857,0.95293,0.95475,0.68132,0.93118,0.43452,1.3051,0.000440255,0.000440255,0.000440255
225,559.202,0.32089,0.21373,0.90259,0.93913,0.94043,0.94633,0.67618,0.92315,0.42842,1.30232,0.000434754,0.000434754,0.000434754
226,561.684,0.29905,0.21585,0.89675,0.93393,0.93475,0.93869,0.67887,0.92932,0.43281,1.30399,0.000429253,0.000429253,0.000429253
227,564.139,0.2921,0.20301,0.89374,0.93581,0.94779,0.94817,0.69656,0.91353,0.42911,1.30581,0.000423751,0.000423751,0.000423751
228,566.666,0.29244,0.20794,0.88573,0.93751,0.95071,0.94973,0.69489,0.90393,0.42665,1.29617,0.00041825,0.00041825,0.00041825
229,569.182,0.28972,0.2107,0.88887,0.93868,0.95071,0.95184,0.69874,0.90791,0.4191,1.29493,0.000412749,0.000412749,0.000412749
230,571.678,0.31135,0.21855,0.88882,0.95345,0.95948,0.95955,0.69985,0.92076,0.42562,1.30392,0.000407248,0.000407248,0.000407248
231,574.147,0.29061,0.20327,0.88997,0.9589,0.95948,0.95846,0.70036,0.92341,0.43545,1.30179,0.000401747,0.000401747,0.000401747
232,576.627,0.29716,0.21228,0.89533,0.9481,0.95467,0.95882,0.69375,0.93644,0.43769,1.31086,0.000396246,0.000396246,0.000396246
233,579.083,0.28746,0.2122,0.89357,0.94954,0.93919,0.95873,0.69918,0.93918,0.42173,1.3075,0.000390745,0.000390745,0.000390745
234,581.54,0.29476,0.21434,0.89416,0.93312,0.93677,0.95205,0.70365,0.93974,0.41737,1.32655,0.000385244,0.000385244,0.000385244
235,583.998,0.29703,0.20774,0.89115,0.93647,0.95948,0.95951,0.70888,0.94041,0.43319,1.32533,0.000379743,0.000379743,0.000379743
236,586.456,0.30993,0.22629,0.90152,0.95036,0.95071,0.96106,0.71093,0.92609,0.43535,1.30663,0.000374242,0.000374242,0.000374242
237,588.94,0.3009,0.22095,0.90435,0.94297,0.9348,0.95609,0.70856,0.9403,0.43375,1.33887,0.00036874,0.00036874,0.00036874
238,591.42,0.30278,0.21632,0.90034,0.95248,0.94261,0.96297,0.70606,0.91909,0.42776,1.31039,0.000363239,0.000363239,0.000363239
239,593.896,0.27896,0.20374,0.88633,0.94648,0.95948,0.9618,0.70533,0.91742,0.42858,1.30172,0.000357738,0.000357738,0.000357738
240,596.353,0.304,0.21186,0.89115,0.94679,0.95948,0.95895,0.70024,0.91759,0.42997,1.30773,0.000352237,0.000352237,0.000352237
241,598.815,0.29691,0.22007,0.88916,0.93954,0.94942,0.94959,0.69219,0.91737,0.43351,1.30033,0.000346736,0.000346736,0.000346736
242,601.276,0.3019,0.22134,0.89778,0.95201,0.95653,0.95779,0.70024,0.92311,0.43196,1.29838,0.000341235,0.000341235,0.000341235
243,603.765,0.29341,0.21408,0.89029,0.95131,0.92192,0.94936,0.70213,0.92705,0.43904,1.30487,0.000335734,0.000335734,0.000335734
244,606.226,0.2968,0.21866,0.89553,0.94209,0.90685,0.94206,0.69948,0.93877,0.4476,1.31626,0.000330233,0.000330233,0.000330233
245,608.704,0.29472,0.21263,0.87562,0.92319,0.94194,0.95071,0.69283,0.93555,0.44494,1.31171,0.000324732,0.000324732,0.000324732
246,611.161,0.28469,0.20415,0.89906,0.94082,0.90685,0.94476,0.69138,0.92196,0.4434,1.30986,0.000319231,0.000319231,0.000319231
247,613.634,0.30109,0.21145,0.88945,0.93337,0.92701,0.94588,0.68959,0.9083,0.45305,1.29782,0.000313729,0.000313729,0.000313729
248,616.113,0.30533,0.21862,0.90005,0.94201,0.93514,0.95605,0.68786,0.91379,0.44307,1.30242,0.000308228,0.000308228,0.000308228
249,618.602,0.28418,0.20089,0.88619,0.93275,0.92667,0.9505,0.6981,0.91167,0.44433,1.29822,0.000302727,0.000302727,0.000302727
250,621.078,0.28836,0.2041,0.88864,0.93222,0.95071,0.9575,0.70275,0.91883,0.44272,1.29597,0.000297226,0.000297226,0.000297226
251,623.556,0.27778,0.19969,0.88532,0.93755,0.9395,0.95409,0.69622,0.93644,0.44901,1.3208,0.000291725,0.000291725,0.000291725
252,626.042,0.28859,0.20968,0.89469,0.94135,0.94887,0.95973,0.69594,0.93727,0.44504,1.33385,0.000286224,0.000286224,0.000286224
253,628.526,0.27834,0.19984,0.88909,0.93996,0.95145,0.95946,0.69952,0.92717,0.4326,1.32217,0.000280723,0.000280723,0.000280723
254,631.007,0.29676,0.21177,0.88311,0.94052,0.95115,0.95985,0.70383,0.936,0.43546,1.31374,0.000275222,0.000275222,0.000275222
255,633.485,0.28421,0.20637,0.89788,0.93795,0.94696,0.95957,0.69658,0.93301,0.44427,1.31191,0.000269721,0.000269721,0.000269721
