epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,454.508,0.44364,0.29719,0.95231,0.93399,0.93819,0.95039,0.68399,0.95008,0.47397,1.22357,0.0006658,0.0006658,0.0006658
184,456.996,0.43092,0.28436,0.93591,0.91402,0.94194,0.94848,0.68416,0.92941,0.49038,1.23165,0.000660299,0.000660299,0.000660299
185,459.474,0.4339,0.29184,0.93638,0.90513,0.91843,0.93731,0.68038,0.95062,0.46373,1.25758,0.000654798,0.000654798,0.000654798
186,461.952,0.44898,0.29744,0.95002,0.88394,0.95523,0.95362,0.68104,0.94758,0.4908,1.24087,0.000649297,0.000649297,0.000649297
187,464.44,0.43208,0.2865,0.94985,0.90095,0.93317,0.95157,0.67006,0.95271,0.50912,1.2476,0.000643795,0.000643795,0.000643795
188,466.918,0.42159,0.28083,0.94949,0.88939,0.94319,0.95311,0.67192,0.9742,0.53286,1.25894,0.000638294,0.000638294,0.000638294
189,469.375,0.42418,0.27563,0.94533,0.88775,0.95344,0.95009,0.66865,0.96574,0.53314,1.25407,0.000632793,0.000632793,0.000632793
190,471.84,0.42938,0.28216,0.94717,0.87724,0.94194,0.93202,0.66482,0.96445,0.51927,1.2462,0.000627292,0.000627292,0.000627292
191,474.33,0.42929,0.27822,0.94153,0.89474,0.95071,0.94749,0.67227,0.94954,0.49202,1.24408,0.000621791,0.000621791,0.000621791
192,476.835,0.43553,0.28053,0.93675,0.88778,0.94194,0.94026,0.67826,0.94064,0.47439,1.23064,0.00061629,0.00061629,0.00061629
193,479.307,0.41817,0.28279,0.9369,0.9135,0.94194,0.95172,0.68396,0.92701,0.49861,1.21996,0.000610789,0.000610789,0.000610789
194,481.774,0.42954,0.2834,0.94517,0.89147,0.9407,0.9392,0.68386,0.92433,0.47972,1.2336,0.000605288,0.000605288,0.000605288
195,484.252,0.41088,0.28291,0.93501,0.90523,0.94742,0.95043,0.69032,0.9147,0.46011,1.24755,0.000599787,0.000599787,0.000599787
196,486.716,0.41023,0.27706,0.93586,0.91028,0.94037,0.95742,0.70331,0.9094,0.46481,1.24665,0.000594286,0.000594286,0.000594286
197,489.208,0.40734,0.27441,0.9392,0.925,0.94009,0.94582,0.69818,0.92609,0.49942,1.24679,0.000588784,0.000588784,0.000588784
198,491.653,0.42354,0.28352,0.93789,0.89903,0.94194,0.94253,0.68646,0.9382,0.5112,1.25666,0.000583283,0.000583283,0.000583283
199,494.122,0.40293,0.2863,0.93861,0.89586,0.95948,0.94662,0.68383,0.90921,0.48427,1.2309,0.000577782,0.000577782,0.000577782
200,496.571,0.42494,0.28337,0.93876,0.90106,0.95735,0.94528,0.69058,0.93869,0.48512,1.24622,0.000572281,0.000572281,0.000572281
201,499.078,0.41854,0.27182,0.9522,0.90376,0.94655,0.94921,0.68068,0.9346,0.47567,1.26264,0.00056678,0.00056678,0.00056678
202,501.558,0.4086,0.27682,0.9407,0.90957,0.94892,0.94792,0.68493,0.91754,0.49235,1.23793,0.000561279,0.000561279,0.000561279
203,504.022,0.41242,0.27425,0.92958,0.91324,0.92996,0.94576,0.68712,0.93387,0.48113,1.24534,0.000555778,0.000555778,0.000555778
204,506.501,0.41692,0.27999,0.93737,0.8836,0.95709,0.94783,0.69694,0.93016,0.47172,1.24884,0.000550277,0.000550277,0.000550277
205,508.986,0.39576,0.26956,0.93523,0.89321,0.95525,0.94829,0.70012,0.9396,0.47131,1.24754,0.000544776,0.000544776,0.000544776
206,511.489,0.41517,0.26372,0.93525,0.90304,0.9568,0.95127,0.69426,0.92861,0.46301,1.24195,0.000539275,0.000539275,0.000539275
207,513.97,0.39859,0.26777,0.93738,0.90291,0.95071,0.95314,0.70295,0.92238,0.45635,1.24828,0.000533773,0.000533773,0.000533773
208,516.51,0.41506,0.28061,0.94053,0.90869,0.94194,0.94597,0.69148,0.91513,0.45593,1.24436,0.000528272,0.000528272,0.000528272
209,519.016,0.38929,0.25915,0.93753,0.89414,0.93317,0.93923,0.69298,0.9453,0.47819,1.26737,0.000522771,0.000522771,0.000522771
210,521.764,0.41219,0.27211,0.94165,0.91445,0.95948,0.95448,0.69439,0.95485,0.47746,1.26264,0.00051727,0.00051727,0.00051727
211,524.285,0.42023,0.2683,0.94377,0.91957,0.93952,0.94903,0.68878,0.94741,0.46372,1.26732,0.000511769,0.000511769,0.000511769
212,526.75,0.40825,0.27613,0.92489,0.91974,0.94004,0.95524,0.68472,0.96978,0.48384,1.28314,0.000506268,0.000506268,0.000506268
213,529.221,0.41244,0.2675,0.92467,0.91059,0.94959,0.96323,0.69538,0.96545,0.47817,1.27409,0.000500767,0.000500767,0.000500767
214,531.702,0.41329,0.26881,0.9319,0.90771,0.9461,0.95886,0.68968,0.92238,0.4718,1.25551,0.000495266,0.000495266,0.000495266
215,534.172,0.38278,0.26486,0.93968,0.89869,0.94194,0.95426,0.69258,0.91947,0.48317,1.24834,0.000489765,0.000489765,0.000489765
216,536.62,0.39163,0.26947,0.94063,0.89617,0.9334,0.94743,0.67381,0.96108,0.50487,1.29036,0.000484263,0.000484263,0.000484263
217,539.102,0.41019,0.26358,0.92844,0.89143,0.94827,0.95346,0.68022,0.96792,0.49262,1.29627,0.000478762,0.000478762,0.000478762
218,541.568,0.3925,0.2579,0.93491,0.90824,0.95071,0.95708,0.6907,0.96634,0.46803,1.2735,0.000473261,0.000473261,0.000473261
219,544.078,0.3722,0.25565,0.92209,0.91441,0.94798,0.9604,0.70102,0.95688,0.4507,1.28462,0.00046776,0.00046776,0.00046776
220,546.55,0.3914,0.26991,0.92693,0.90232,0.95023,0.95948,0.69421,0.95001,0.45651,1.27889,0.000462259,0.000462259,0.000462259
221,549.037,0.39395,0.26089,0.92479,0.89698,0.95877,0.95877,0.6844,0.94383,0.45756,1.26327,0.000456758,0.000456758,0.000456758
222,551.499,0.38856,0.26631,0.92539,0.91188,0.95948,0.95799,0.68592,0.93772,0.45505,1.26409,0.000451257,0.000451257,0.000451257
223,553.983,0.38425,0.25665,0.93193,0.9355,0.94919,0.96243,0.69467,0.92325,0.44529,1.2461,0.000445756,0.000445756,0.000445756
224,556.441,0.38966,0.25929,0.91547,0.93506,0.95891,0.9613,0.69075,0.9228,0.44361,1.25592,0.000440255,0.000440255,0.000440255
225,558.921,0.39189,0.27416,0.9208,0.93512,0.95884,0.95985,0.7011,0.90648,0.44249,1.24485,0.000434754,0.000434754,0.000434754
226,561.395,0.37363,0.24488,0.93112,0.92609,0.95948,0.95592,0.69963,0.91176,0.44692,1.24502,0.000429253,0.000429253,0.000429253
227,563.86,0.38443,0.25848,0.92621,0.92375,0.95948,0.95167,0.68796,0.9286,0.44062,1.24668,0.000423751,0.000423751,0.000423751
228,566.34,0.39524,0.26362,0.92782,0.9241,0.95948,0.95358,0.69188,0.94221,0.44941,1.25988,0.00041825,0.00041825,0.00041825
229,568.831,0.38018,0.2524,0.93352,0.925,0.95948,0.95611,0.69991,0.94128,0.4642,1.25756,0.000412749,0.000412749,0.000412749
230,571.307,0.37613,0.25799,0.92595,0.93742,0.95135,0.95481,0.69882,0.92934,0.44826,1.23855,0.000407248,0.000407248,0.000407248
231,573.792,0.37381,0.25393,0.9276,0.9288,0.94311,0.94616,0.69537,0.92755,0.43903,1.26456,0.000401747,0.000401747,0.000401747
232,576.294,0.37874,0.26089,0.92949,0.92847,0.94287,0.94525,0.69065,0.93174,0.44071,1.27142,0.000396246,0.000396246,0.000396246
233,578.779,0.37252,0.25361,0.91308,0.93673,0.95188,0.95378,0.69213,0.94319,0.4598,1.27246,0.000390745,0.000390745,0.000390745
234,581.242,0.37822,0.25366,0.92136,0.93713,0.95226,0.95972,0.69541,0.93987,0.4651,1.2637,0.000385244,0.000385244,0.000385244
235,583.721,0.35763,0.24489,0.91504,0.94364,0.95296,0.95968,0.69641,0.94566,0.45298,1.27296,0.000379743,0.000379743,0.000379743
236,586.198,0.38334,0.24728,0.91476,0.9459,0.94472,0.95785,0.70285,0.92694,0.4487,1.25715,0.000374242,0.000374242,0.000374242
237,588.689,0.37261,0.25289,0.91557,0.95027,0.94358,0.95726,0.69864,0.92683,0.44869,1.26346,0.00036874,0.00036874,0.00036874
238,591.177,0.35652,0.23882,0.92532,0.93904,0.95948,0.95903,0.69763,0.90829,0.44007,1.24257,0.000363239,0.000363239,0.000363239
239,593.678,0.35928,0.25652,0.91742,0.94427,0.95948,0.9601,0.69967,0.91139,0.42777,1.24096,0.000357738,0.000357738,0.000357738
240,596.15,0.38196,0.25035,0.92017,0.93795,0.94982,0.95271,0.68653,0.92246,0.44022,1.24909,0.000352237,0.000352237,0.000352237
241,598.616,0.37094,0.24447,0.92805,0.95144,0.95948,0.95849,0.69171,0.92744,0.43985,1.24454,0.000346736,0.000346736,0.000346736
242,601.099,0.35412,0.2519,0.93123,0.9524,0.95948,0.95598,0.68798,0.92039,0.43448,1.24969,0.000341235,0.000341235,0.000341235
243,603.579,0.37506,0.2548,0.91701,0.95357,0.95948,0.95836,0.70512,0.92778,0.4445,1.25713,0.000335734,0.000335734,0.000335734
244,606.045,0.3662,0.24691,0.92358,0.95313,0.95948,0.95927,0.704,0.92576,0.4338,1.25941,0.000330233,0.000330233,0.000330233
245,608.533,0.36076,0.24062,0.91844,0.94939,0.95948,0.96406,0.71297,0.91566,0.43005,1.25655,0.000324732,0.000324732,0.000324732
246,611.038,0.35118,0.23746,0.92944,0.94995,0.95649,0.95988,0.70708,0.93603,0.44101,1.25853,0.000319231,0.000319231,0.000319231
247,613.566,0.35402,0.23134,0.90466,0.93995,0.95071,0.95163,0.70196,0.93381,0.44594,1.25608,0.000313729,0.000313729,0.000313729
248,616.049,0.36322,0.24305,0.91612,0.94253,0.95071,0.95188,0.70166,0.92746,0.45376,1.24835,0.000308228,0.000308228,0.000308228
249,618.51,0.35597,0.24327,0.90974,0.93528,0.95071,0.9505,0.69307,0.92784,0.44865,1.23797,0.000302727,0.000302727,0.000302727
250,620.99,0.35634,0.24816,0.90849,0.93148,0.95071,0.94861,0.68878,0.92027,0.44379,1.24752,0.000297226,0.000297226,0.000297226
251,623.441,0.35752,0.24146,0.92601,0.93202,0.95071,0.94893,0.69649,0.90813,0.43577,1.2389,0.000291725,0.000291725,0.000291725
252,625.927,0.3501,0.24664,0.91744,0.93481,0.95071,0.94828,0.69853,0.9115,0.43342,1.23478,0.000286224,0.000286224,0.000286224
253,628.393,0.34473,0.23024,0.91525,0.92983,0.95071,0.94748,0.69634,0.92201,0.44331,1.25315,0.000280723,0.000280723,0.000280723
254,630.854,0.35012,0.23785,0.91526,0.93653,0.95071,0.94742,0.69526,0.92284,0.44437,1.25418,0.000275222,0.000275222,0.000275222
255,633.354,0.35054,0.23189,0.90964,0.93151,0.95071,0.94949,0.69322,0.92654,0.44642,1.25343,0.000269721,0.000269721,0.000269721
256,635.86,0.35446,0.23478,0.91571,0.92484,0.95071,0.94758,0.69115,0.93596,0.45358,1.26295,0.00026422,0.00026422,0.00026422
257,638.355,0.35223,0.247,0.91756,0.92067,0.95071,0.94875,0.68587,0.94651,0.4657,1.27477,0.000258718,0.000258718,0.000258718
258,640.851,0.35499,0.23688,0.91337,0.92183,0.9499,0.94907,0.69159,0.9424,0.45932,1.26595,0.000253217,0.000253217,0.000253217
259,643.347,0.34659,0.22929,0.91725,0.9202,0.94437,0.94942,0.69649,0.92354,0.45721,1.25805,0.000247716,0.000247716,0.000247716
260,645.848,0.35471,0.23644,0.91802,0.92214,0.94499,0.95052,0.7,0.93298,0.45179,1.26038,0.000242215,0.000242215,0.000242215
261,648.343,0.3476,0.23654,0.89181,0.92975,0.95071,0.95199,0.70214,0.94024,0.44592,1.27258,0.000236714,0.000236714,0.000236714
262,650.83,0.33669,0.23713,0.90754,0.93065,0.95071,0.95376,0.70388,0.94269,0.44272,1.28085,0.000231213,0.000231213,0.000231213
263,653.321,0.33832,0.24154,0.9005,0.92692,0.95019,0.95336,0.70006,0.93568,0.43728,1.27217,0.000225712,0.000225712,0.000225712
264,655.81,0.34436,0.23644,0.91289,0.93153,0.93564,0.95335,0.70156,0.93495,0.43644,1.26728,0.000220211,0.000220211,0.000220211
265,658.29,0.35125,0.24693,0.91484,0.93289,0.93262,0.95086,0.70129,0.93793,0.43965,1.26958,0.00021471,0.00021471,0.00021471
266,660.769,0.33619,0.22837,0.90625,0.93622,0.93007,0.95048,0.70293,0.93187,0.4377,1.26254,0.000209209,0.000209209,0.000209209
267,663.221,0.33059,0.23322,0.90201,0.92607,0.94004,0.94908,0.70081,0.92742,0.43392,1.25751,0.000203707,0.000203707,0.000203707
268,665.697,0.34044,0.2345,0.9104,0.93636,0.94685,0.94681,0.70124,0.92416,0.43276,1.2504,0.000198206,0.000198206,0.000198206
269,668.21,0.33585,0.23205,0.9055,0.93023,0.95071,0.94736,0.69927,0.93038,0.43553,1.25103,0.000192705,0.000192705,0.000192705
270,670.707,0.33101,0.23013,0.91058,0.92982,0.93849,0.94769,0.70284,0.92697,0.43285,1.24608,0.000187204,0.000187204,0.000187204
271,673.161,0.33673,0.23025,0.90885,0.93178,0.93033,0.94826,0.70415,0.93021,0.43532,1.25789,0.000181703,0.000181703,0.000181703
272,675.637,0.33523,0.22891,0.90992,0.92218,0.95341,0.95764,0.70371,0.94489,0.43951,1.27876,0.000176202,0.000176202,0.000176202
273,678.108,0.33213,0.22822,0.90917,0.92134,0.95948,0.95782,0.69901,0.94964,0.44032,1.28114,0.000170701,0.000170701,0.000170701
274,680.613,0.31864,0.21861,0.91502,0.91599,0.95948,0.95705,0.68984,0.94707,0.44607,1.27832,0.0001652,0.0001652,0.0001652
275,683.092,0.34447,0.23511,0.9189,0.91637,0.95948,0.95592,0.68807,0.94848,0.45112,1.28474,0.000159699,0.000159699,0.000159699
276,685.57,0.33795,0.23611,0.90955,0.90764,0.95895,0.95585,0.68385,0.95525,0.45862,1.30078,0.000154198,0.000154198,0.000154198
277,688.028,0.33662,0.22488,0.90684,0.90411,0.95713,0.95629,0.68998,0.95192,0.46591,1.29228,0.000148696,0.000148696,0.000148696
278,690.507,0.33456,0.23982,0.90867,0.89979,0.95861,0.95696,0.69897,0.94392,0.46924,1.27372,0.000143195,0.000143195,0.000143195
279,692.97,0.33261,0.22698,0.91376,0.89628,0.95071,0.94914,0.69667,0.92706,0.4671,1.2638,0.000137694,0.000137694,0.000137694
280,695.435,0.33297,0.227,0.91152,0.89934,0.94448,0.94965,0.70281,0.91587,0.45918,1.26782,0.000132193,0.000132193,0.000132193
281,697.908,0.33805,0.23162,0.9096,0.9046,0.95071,0.9492,0.70177,0.91392,0.45686,1.26579,0.000126692,0.000126692,0.000126692
282,700.376,0.32784,0.2277,0.91407,0.91608,0.95948,0.95677,0.697,0.92542,0.46342,1.26637,0.000121191,0.000121191,0.000121191
283,702.871,0.33756,0.23128,0.90353,0.91765,0.95797,0.95655,0.69489,0.9375,0.47777,1.27261,0.00011569,0.00011569,0.00011569
284,705.386,0.32458,0.2187,0.90248,0.90431,0.94164,0.9481,0.69083,0.93903,0.47648,1.2833,0.000110189,0.000110189,0.000110189
285,707.927,0.32344,0.22389,0.90107,0.90399,0.94306,0.94808,0.69071,0.93068,0.47202,1.28108,0.000104688,0.000104688,0.000104688
286,710.39,0.32194,0.21696,0.89395,0.89106,0.94539,0.94874,0.69292,0.92229,0.46868,1.26983,9.91865e-05,9.91865e-05,9.91865e-05
287,712.852,0.31996,0.22065,0.90394,0.89761,0.94751,0.94983,0.69851,0.92208,0.47076,1.26759,9.36854e-05,9.36854e-05,9.36854e-05
288,715.316,0.32517,0.22724,0.90505,0.88804,0.94614,0.95044,0.70109,0.9276,0.47346,1.27149,8.81843e-05,8.81843e-05,8.81843e-05
289,717.783,0.31265,0.22416,0.89265,0.88949,0.94441,0.95124,0.70202,0.92211,0.46449,1.2663,8.26832e-05,8.26832e-05,8.26832e-05
290,720.251,0.3184,0.21986,0.90961,0.90411,0.93855,0.95101,0.70141,0.91732,0.46091,1.26236,7.71821e-05,7.71821e-05,7.71821e-05
291,735.028,0.34905,0.2669,0.88841,0.88898,0.95071,0.94961,0.69058,0.91633,0.48351,1.26855,7.1681e-05,7.1681e-05,7.1681e-05
292,737.486,0.34793,0.26519,0.89501,0.89635,0.95948,0.95462,0.68902,0.92041,0.49473,1.27978,6.61799e-05,6.61799e-05,6.61799e-05
293,739.926,0.34533,0.23521,0.90575,0.89642,0.95948,0.95271,0.68025,0.92432,0.49479,1.28811,6.06788e-05,6.06788e-05,6.06788e-05
294,742.407,0.32842,0.22339,0.89902,0.89696,0.95948,0.95202,0.67665,0.93163,0.4969,1.29952,5.51777e-05,5.51777e-05,5.51777e-05
295,744.862,0.33108,0.22812,0.89304,0.89523,0.95948,0.95114,0.68527,0.93204,0.49633,1.2971,4.96766e-05,4.96766e-05,4.96766e-05
296,747.299,0.32222,0.23494,0.88158,0.89236,0.95948,0.95091,0.68377,0.93076,0.49592,1.29506,4.41755e-05,4.41755e-05,4.41755e-05
297,749.747,0.32504,0.21968,0.87369,0.89005,0.95948,0.95076,0.68288,0.92895,0.49687,1.29693,3.86744e-05,3.86744e-05,3.86744e-05
298,752.196,0.31895,0.22157,0.89169,0.89005,0.95948,0.95133,0.68211,0.92766,0.49133,1.29701,3.31733e-05,3.31733e-05,3.31733e-05
299,754.651,0.32039,0.223,0.87465,0.88722,0.95948,0.95087,0.68029,0.92506,0.48959,1.29581,2.76722e-05,2.76722e-05,2.76722e-05
300,757.11,0.32093,0.22611,0.86693,0.88957,0.95948,0.95068,0.6808,0.92448,0.49008,1.29498,2.21711e-05,2.21711e-05,2.21711e-05
1,3.40317,0.3807,0.25385,0.91774,0.94114,0.93673,0.94578,0.68596,0.92161,0.44568,1.26358,0.00018337,0.00018337,0.00018337
2,5.91249,0.37406,0.24805,0.93227,0.92311,0.95071,0.95059,0.67432,0.9416,0.47513,1.258,0.000382145,0.000382145,0.000382145
3,8.3864,0.38994,0.25875,0.93064,0.90637,0.95071,0.94886,0.67005,0.97042,0.53775,1.30582,0.000579599,0.000579599,0.000579599
4,10.8522,0.41759,0.28255,0.94342,0.93462,0.93317,0.94806,0.66698,0.99358,0.50363,1.30667,0.000775733,0.000775733,0.000775733
5,13.3419,0.43186,0.29943,0.92725,0.92672,0.92439,0.93643,0.65097,0.99994,0.49179,1.33924,0.000970547,0.000970547,0.000970547
6,15.7958,0.45368,0.302,0.94083,0.91411,0.92838,0.93089,0.63418,1.02322,0.56536,1.32806,0.00116404,0.00116404,0.00116404
7,18.2733,0.45198,0.29924,0.95718,0.92016,0.91046,0.94051,0.63689,1.02439,0.60091,1.31181,0.00135621,0.00135621,0.00135621
8,20.7266,0.46259,0.31897,0.94791,0.89967,0.9477,0.95523,0.66818,1.00376,0.55628,1.34004,0.00154707,0.00154707,0.00154707
9,23.2085,0.45489,0.3179,0.94155,0.87071,0.95537,0.94811,0.65863,0.96139,0.57739,1.34118,0.00162299,0.00162299,0.00162299
10,25.6793,0.45479,0.32092,0.94965,0.85388,0.93317,0.93467,0.66442,0.9472,0.59187,1.3189,0.00161749,0.00161749,0.00161749
11,28.1401,0.47883,0.33144,0.95319,0.88043,0.94194,0.94631,0.66042,0.9821,0.64369,1.32545,0.00161199,0.00161199,0.00161199
12,30.5921,0.48699,0.3365,0.96947,0.83011,0.92622,0.94768,0.64571,1.00198,0.71622,1.33375,0.00160649,0.00160649,0.00160649
13,33.0303,0.50372,0.33857,0.98606,0.76871,0.92853,0.91051,0.61678,1.04249,0.79122,1.37182,0.00160099,0.00160099,0.00160099
14,35.511,0.50229,0.32974,0.97065,0.87018,0.92932,0.95286,0.66863,0.97304,0.57093,1.30592,0.00159549,0.00159549,0.00159549
15,38.003,0.5044,0.34135,0.98676,0.87195,0.91119,0.92482,0.63292,0.97811,0.57707,1.30343,0.00158998,0.00158998,0.00158998
16,40.5191,0.50785,0.34123,0.96265,0.85861,0.92439,0.92904,0.65128,0.9808,0.57102,1.31171,0.00158448,0.00158448,0.00158448
17,42.9722,0.51051,0.35784,0.99401,0.91283,0.93009,0.95047,0.67334,0.94605,0.52791,1.27038,0.00157898,0.00157898,0.00157898
18,45.4647,0.5016,0.33908,0.96797,0.86614,0.94277,0.95129,0.6673,1.01762,0.53481,1.32793,0.00157348,0.00157348,0.00157348
19,47.9198,0.47241,0.33078,0.95922,0.90022,0.95948,0.9486,0.65221,1.00507,0.54605,1.31381,0.00156798,0.00156798,0.00156798
20,50.3752,0.48737,0.33235,0.96735,0.88789,0.93287,0.95225,0.65548,1.01104,0.58501,1.32322,0.00156248,0.00156248,0.00156248
21,52.8508,0.49598,0.33283,0.97475,0.89868,0.95071,0.94763,0.66972,0.95515,0.50449,1.29137,0.00155698,0.00155698,0.00155698
22,55.33,0.45576,0.33021,0.95859,0.91061,0.94194,0.93048,0.66759,0.97904,0.54893,1.34539,0.00155148,0.00155148,0.00155148
23,57.8292,0.5034,0.34346,0.98816,0.93839,0.87135,0.90793,0.63622,1.06778,0.7122,1.33225,0.00154598,0.00154598,0.00154598
24,60.3089,0.52013,0.34497,0.97929,0.90246,0.92428,0.92648,0.64791,1.01443,0.55819,1.33706,0.00154047,0.00154047,0.00154047
25,62.786,0.52106,0.34956,0.97438,0.91908,0.93317,0.95175,0.66397,1.01214,0.57515,1.33825,0.00153497,0.00153497,0.00153497
26,65.2458,0.51833,0.3459,0.95912,0.89474,0.93954,0.93734,0.65,1.00439,0.57843,1.34479,0.00152947,0.00152947,0.00152947
27,67.7393,0.48655,0.32637,0.97304,0.8808,0.95267,0.96059,0.67837,0.93593,0.52225,1.30312,0.00152397,0.00152397,0.00152397
28,70.2388,0.50105,0.32142,0.96839,0.86613,0.91704,0.92516,0.65194,0.98436,0.5816,1.32864,0.00151847,0.00151847,0.00151847
29,72.714,0.49207,0.32334,0.96554,0.90874,0.88931,0.91641,0.66222,0.98171,0.61251,1.31553,0.00151297,0.00151297,0.00151297
30,75.188,0.46882,0.31454,0.97107,0.88553,0.92439,0.94664,0.66108,0.94572,0.55987,1.3032,0.00150747,0.00150747,0.00150747
31,77.6722,0.46809,0.31826,0.96151,0.93342,0.94341,0.94886,0.67812,0.96817,0.51909,1.31184,0.00150197,0.00150197,0.00150197
32,80.1533,0.48073,0.32818,0.98519,0.92905,0.934,0.92685,0.65892,0.95458,0.51717,1.31793,0.00149647,0.00149647,0.00149647
33,82.6477,0.46503,0.31571,0.97756,0.92837,0.92439,0.9402,0.65303,0.98683,0.54505,1.32525,0.00149096,0.00149096,0.00149096
34,85.1379,0.4923,0.33463,0.96638,0.84551,0.94194,0.93621,0.58266,1.06309,0.69698,1.37362,0.00148546,0.00148546,0.00148546
35,87.6069,0.4975,0.32894,0.97555,0.9474,0.94194,0.94397,0.66418,0.9882,0.5171,1.32296,0.00147996,0.00147996,0.00147996
36,90.1013,0.48746,0.32106,0.97357,0.92847,0.92439,0.94794,0.65461,0.96339,0.53251,1.31263,0.00147446,0.00147446,0.00147446
37,92.6133,0.46332,0.30499,0.97028,0.89577,0.94021,0.94842,0.65274,0.9646,0.54782,1.3156,0.00146896,0.00146896,0.00146896
38,95.1004,0.48092,0.32542,0.98113,0.87693,0.92439,0.94123,0.62959,1.02855,0.60479,1.3774,0.00146346,0.00146346,0.00146346
39,97.5508,0.46271,0.30351,0.96476,0.85345,0.90685,0.92387,0.62062,1.03879,0.63595,1.40555,0.00145796,0.00145796,0.00145796
40,100.077,0.46113,0.30446,0.95797,0.85735,0.91562,0.93844,0.63385,1.00476,0.6834,1.33388,0.00145246,0.00145246,0.00145246
41,102.556,0.44379,0.29558,0.96097,0.81606,0.91562,0.92835,0.63666,0.98535,0.68518,1.31671,0.00144696,0.00144696,0.00144696
42,105.077,0.46609,0.31011,0.97383,0.86005,0.91562,0.91947,0.64082,0.96227,0.63431,1.31504,0.00144145,0.00144145,0.00144145
43,107.61,0.47308,0.32584,0.95118,0.85848,0.94194,0.93949,0.65556,0.95286,0.5902,1.32066,0.00143595,0.00143595,0.00143595
44,110.083,0.4479,0.30247,0.96014,0.92537,0.92439,0.93727,0.67282,0.95809,0.54289,1.32458,0.00143045,0.00143045,0.00143045
45,112.566,0.44983,0.30682,0.9574,0.94352,0.92439,0.93296,0.6603,0.97588,0.54955,1.31444,0.00142495,0.00142495,0.00142495
46,115.037,0.45653,0.29828,0.94318,0.93205,0.92439,0.95518,0.6628,0.97223,0.5076,1.29972,0.00141945,0.00141945,0.00141945
47,117.509,0.46557,0.31065,0.95629,0.90708,0.94194,0.94718,0.68552,1.0048,0.54105,1.344,0.00141395,0.00141395,0.00141395
48,119.966,0.47062,0.31505,0.9543,0.90097,0.92293,0.93992,0.68298,1.00706,0.51827,1.34823,0.00140845,0.00140845,0.00140845
49,122.425,0.46642,0.32378,0.95892,0.88841,0.90058,0.92907,0.65369,1.06261,0.62567,1.38932,0.00140295,0.00140295,0.00140295
50,124.903,0.46019,0.32319,0.95658,0.91052,0.92902,0.93119,0.67473,0.96656,0.46261,1.30071,0.00139745,0.00139745,0.00139745
51,127.405,0.46636,0.31428,0.97527,0.89788,0.93758,0.92401,0.68036,0.97395,0.473,1.30789,0.00139195,0.00139195,0.00139195
52,129.874,0.45029,0.29761,0.942,0.92476,0.94433,0.96529,0.69133,1.02063,0.56749,1.31992,0.00138644,0.00138644,0.00138644
53,132.369,0.45863,0.3077,0.96388,0.9189,0.95582,0.95797,0.67756,1.0377,0.57539,1.33002,0.00138094,0.00138094,0.00138094
54,134.862,0.45123,0.29847,0.95837,0.93251,0.94194,0.95161,0.68545,0.91655,0.46418,1.24442,0.00137544,0.00137544,0.00137544
55,137.358,0.43726,0.29292,0.9613,0.94414,0.91562,0.94361,0.692,0.92192,0.47934,1.27152,0.00136994,0.00136994,0.00136994
56,139.862,0.4414,0.29608,0.95392,0.93674,0.95824,0.95254,0.69403,0.95591,0.47684,1.32343,0.00136444,0.00136444,0.00136444
57,142.341,0.44758,0.30996,0.96318,0.94523,0.95948,0.95486,0.69608,0.91157,0.44058,1.26227,0.00135894,0.00135894,0.00135894
58,144.808,0.44741,0.30431,0.95777,0.93572,0.94194,0.93542,0.6854,0.91367,0.45546,1.24798,0.00135344,0.00135344,0.00135344
59,147.288,0.4563,0.30212,0.95283,0.9542,0.9319,0.93401,0.68715,0.90405,0.45125,1.23437,0.00134794,0.00134794,0.00134794
60,149.81,0.4381,0.29613,0.95165,0.93526,0.94194,0.92889,0.68996,0.93156,0.48045,1.27203,0.00134244,0.00134244,0.00134244
61,152.265,0.4562,0.31825,0.957,0.92338,0.92511,0.94462,0.68038,0.93169,0.5049,1.28304,0.00133693,0.00133693,0.00133693
62,154.741,0.44594,0.29756,0.95192,0.91824,0.91562,0.93802,0.64709,0.97219,0.47738,1.32466,0.00133143,0.00133143,0.00133143
63,157.226,0.46217,0.31533,0.9532,0.88475,0.93317,0.92571,0.64716,0.99143,0.5496,1.36716,0.00132593,0.00132593,0.00132593
64,159.71,0.44829,0.30823,0.95623,0.90954,0.92439,0.9379,0.66501,0.99317,0.52858,1.35909,0.00132043,0.00132043,0.00132043
65,162.187,0.44278,0.2997,0.95375,0.90939,0.92439,0.94517,0.66397,0.98165,0.5179,1.34147,0.00131493,0.00131493,0.00131493
66,164.647,0.4444,0.30183,0.95186,0.91617,0.94194,0.95334,0.67191,0.96555,0.5297,1.33239,0.00130943,0.00130943,0.00130943
67,167.107,0.44013,0.29874,0.95703,0.90974,0.92429,0.91926,0.65041,0.98993,0.55546,1.36729,0.00130393,0.00130393,0.00130393
68,169.593,0.43329,0.29133,0.94164,0.92673,0.92822,0.94898,0.65198,0.98234,0.48411,1.32176,0.00129843,0.00129843,0.00129843
